,CityCode,Name,CountryCode,AirportCode,LocationType,Longitude,Latitude
884,NBO,Nairobi - Jomo Kenyatta International,KE,NBO,Airport,36.92777778,-1.319166667
885,NCE,Nice,FR,NCE,Airport,7.215,43.6653
886,NCL,Newcastle International,GB,NCL,Airport,-1.6917,55.0375
887,NDG,Qiqihar,CN,NDG,Airport,123.9181,47.2397
888,NDJ,Ndjamena,TD,NDJ,Airport,15.0339,12.1336
889,NDR,Nador,MA,NDR,Airport,-3.0283,34.9889
890,NGB,Ningbo,CN,NGB,Airport,121.4619,29.8267
891,NGO,Nagoya,JP,NGO,Airport,136.9275,35.25166667
892,NGS,Nagasaki,JP,NGS,Airport,129.9136,32.9169
893,NIM,Niamey,NE,NIM,Airport,2.1767,13.4811
894,NKC,Nouakchott,MR,NKC,Airport,-15.9481,18.0978
895,NKG,Nanjing,CN,NKG,Airport,118.8619,31.7419
896,NLA,Ndola,ZM,NLA,Airport,28.6661,-12.9978
897,NLK,Norfolk Island,NF,NLK,Airport,167.9386,-29.0417
898,NLP,Nelspruit,ZA,NLP,Airport,30.9167,-25.5
899,NNG,Nanning,CN,NNG,Airport,108.1725,22.6083
900,NNM,Naryan-Mar,RU,NNM,Airport,53.1225,67.6403
901,NOC,Knock - Ireland West,IE,NOC,Airport,-8.8186,53.9103
902,NOS,Nosy-Be Fascene,MG,NOS,Airport,48.3147,-13.3119
903,NOU,Noumea - La Tontouta,NC,NOU,Airport,166.2131,-22.0144
904,NPE,Napier/Hastings,NZ,NPE,Airport,176.8678,-39.4644
905,NQN,Neuquen,AR,NQN,Airport,-68.1558,-38.9489
906,NQY,Newquay,GB,NQY,Airport,-5.0017,50.4433
907,NRK,Norrkoping,SE,NRK,Airport,16.2486,58.5861
908,DUS,Duesseldorf Weeze Airport,DE,NRN,Airport,6.1422,51.6025
909,TYO,Tokyo - Narita,JP,NRT,Airport,140.3864,35.7647
910,YAO,Yaounde - Nsimalen Airport,CM,NSI,Airport,11.5533,3.7225
911,NSN,Nelson,NZ,NSN,Airport,173.2242,-41.2967
912,NST,Nakhon Si Thammarat,TH,NST,Airport,99.9447,8.5397
913,NTE,Nantes,FR,NTE,Airport,-1.6078,47.1569
914,NTG,Nantong,CN,NTG,Airport,120.9803,32.0722
915,NTQ,Noto Airport,JP,NTQ,Airport,136.9589,37.2925
916,NUE,Nuremberg,DE,NUE,Airport,11.0669,49.4986
917,NVA,Neiva Benito Salas,CO,NVA,Airport,-75.2939,2.9503
918,NVT,Navegantes,BR,NVT,Airport,-48.6514,-26.88
919,OAJ,"Jacksonville, North Carolina",US,OAJ,Airport,-77.4397,34.7083
920,OAK,"Oakland International, CA",US,OAK,Airport,-122.2208,37.7214
921,OAX,Oaxaca,MX,OAX,Airport,-96.725,17.0028
922,OBO,Obihiro,JP,OBO,Airport,143.2167,42.7333
923,ODS,Odessa,UA,ODS,Airport,30.6764,46.4267
924,OER,Ornskoldsvik,SE,OER,Airport,18.99,63.4083
925,OGG,"Kahului, HI",US,OGG,Airport,-156.4306,20.8986
926,OGU,Ordu Giresun,TR,OGU,Airport,38.0858,40.9669
927,OGZ,Vladikavkaz,RU,OGZ,Airport,44.6067,43.205
928,OIM,Oshima,JP,OIM,Airport,139.3603,34.7819
929,OIT,Oita,JP,OIT,Airport,131.7372,33.4794
930,OKA,Okinawa - Naha,JP,OKA,Airport,127.6458,26.1958
931,OKC,"Oklahoma City - Will Rodgers World, OK",US,OKC,Airport,-97.6008,35.3931
932,OKJ,Okayama,JP,OKJ,Airport,133.8553,34.7569
933,OLB,Olbia,IT,OLB,Airport,9.5178,40.8986
934,OMA,"Omaha - Eppley Airfield, NE",US,OMA,Airport,-95.8942,41.3031
935,OME,Nome,US,OME,Airport,-165.4453,64.5122
936,OMO,Mostar,BA,OMO,Airport,17.8458,43.2828
937,ONJ,Odate Noshiro,JP,ONJ,Airport,140.3714,40.1919
938,ONT,"Ontario International, CA",US,ONT,Airport,-117.6011,34.0561
939,OOL,"Gold Coast, Queensland",AU,OOL,Airport,153.5047,-28.1644
940,OPO,Porto,PT,OPO,Airport,-8.6781,41.2356
941,ORB,Orebro,SE,ORB,Airport,15.0381,59.2236
942,CHI,"Chicago - O'Hare International, IL",US,ORD,Airport,-87.9047,41.9786
943,ORF,"Norfolk International, VA",US,ORF,Airport,-76.2011,36.8947
944,ORK,Cork,IE,ORK,Airport,-8.4911,51.8414
945,PAR,Paris,FR,ORY,Airport,2.3794,48.7233
946,OSD,Ostersund,SE,OSD,Airport,14.5003,63.1944
947,OSI,Osijek,HR,OSI,Airport,18.8103,45.4628
948,OSL,Oslo,NO,OSL,Airport,11.1003,60.1939
949,OTH,North Bend Southwest Oregon Rgnl,US,OTH,Airport,-124.2461,43.4172
950,BUH,Bucharest – Henri Coanda,RO,OTP,Airport,26.1022,44.5722
951,OTZ,Kotzebue,US,OTZ,Airport,-162.5942,66.8886
952,OUA,Ouagadougou,BF,OUA,Airport,-1.5125,12.3533
953,OUL,Oulu,FI,OUL,Airport,25.3544,64.93
954,OXB,Bissau,GW,OXB,Airport,-15.6536,11.8947
955,OXR,Oxnard/Ventura,US,OXR,Airport,-119.2,34.2
956,OZH,Zaporizhia Mokraya Intl,UA,OZH,Airport,35.3156,47.8669
957,PAD,Paderborn,DE,PAD,Airport,8.615277778,51.61166667
958,PAH,Paducah,US,PAH,Airport,-88.7731,37.0603
959,PAP,Port Au Prince Toussaint Louverture,HT,PAP,Airport,-72.2925,18.58
960,PAS,Paros,GR,PAS,Airport,25.1286,37.0103
961,PAT,Patna,IN,PAT,Airport,85.0881,25.5914
962,PBC,Puebla,MX,PBC,Airport,-98.3714,19.1581
963,PBG,Plattsburgh International,US,PBG,Airport,-73.4689,44.6525
964,PBI,"West Palm Beach International, FL",US,PBI,Airport,-80.0956,26.6831
965,PDL,Ponta Delgada Joao Paulo Ii,PT,PDL,Airport,-25.6978,37.7411
966,PDP,Punta Del Este,UY,PDP,Airport,-55.1008,-34.8569
967,PDX,"Portland International, OR",US,PDX,Airport,-122.5975,45.5886
968,PEE,Perm,RU,PEE,Airport,56.0211,57.9144
969,PEG,Perugia,IT,PEG,Airport,12.5103,43.0972
970,PEI,Pereira,CO,PEI,Airport,-75.7394,4.8128
971,BJS,Beijing (BJS) - Capital,CN,PEK,Airport,116.5844,40.08
972,PEM,Puerto Maldonado Padre Aldamiz Intl,PE,PEM,Airport,-69.2292,-12.6164
973,PEN,Penang - International,MY,PEN,Airport,100.2767,5.2972
974,PER,Perth,AU,PER,Airport,115.9669,-31.9403
975,PEW,Peshawar,PK,PEW,Airport,71.5144,33.9939
976,PFN,Panama City - Bay County,US,PFN,Airport,-85.6828,30.2289
977,PFO,Paphos,CY,PFO,Airport,32.4858,34.7181
978,PGA,Page,US,PGA,Airport,-111.4478,36.9242
979,PGV,"Greenville, North Carolina - Pitt/Greenville",US,PGV,Airport,-77.3842,35.6358
980,PHC,Port Harcourt International,NG,PHC,Airport,6.9497,5.0156
981,PHF,"Newport News - Hampton, Virginia",US,PHF,Airport,-76.4931,37.1319
982,PHL,"Philadelphia International, PA",US,PHL,Airport,-75.2411,39.8719
983,PHW,Phalaborwa,ZA,PHW,Airport,31.1561,-23.9369
984,PHX,"Phoenix - Sky Harbor International, AZ",US,PHX,Airport,-112.0117,33.4342
985,PIA,"Peoria, IL",US,PIA,Airport,-89.6933,40.6642
986,PIR,Pierre,US,PIR,Airport,-100.2858,44.3828
987,PIT,"Pittsburgh International, PA",US,PIT,Airport,-80.2328,40.4914
988,PKB,Parkersburg/Marietta,US,PKB,Airport,-81.4392,39.345
989,PKU,Pekanbaru,ID,PKU,Airport,101.4444,0.4608
990,PLM,Palembang,ID,PLM,Airport,104.7,-2.8983
991,PLQ,Klaipeda/Palanga Palanga International,LT,PLQ,Airport,21.0939,55.9733
992,PLS,Providenciales International,TC,PLS,Airport,-72.2658,21.7736
993,PLZ,Port Elizabeth,ZA,PLZ,Airport,25.6172,-33.985
994,PMC,Puerto Montt,CL,PMC,Airport,-73.0939,-41.4389
995,PMI,Palma de Mallorca,ES,PMI,Airport,2.7389,39.5517
996,PMO,Palermo,IT,PMO,Airport,13.0994,38.1819
997,PMR,Palmerston North,NZ,PMR,Airport,175.6136,-40.32
998,PMV,Porlamar,VE,PMV,Airport,-63.9675,10.9131
999,PNA,Pamplona,ES,PNA,Airport,-1.647222222,42.77055556
1000,PNH,Phnom-Penh,KH,PNH,Airport,104.8442,11.5467
1001,PNI,Pohnpei International,FM,PNI,Airport,158.2089,6.9853
1002,PNL,Pantelleria,IT,PNL,Airport,11.9681,36.815
1003,PNQ,Pune,IN,PNQ,Airport,73.9197,18.5822
1004,PNR,Pointe Noire,CG,PNR,Airport,11.8867,-4.8161
1005,PNS,Pensacola Municipal,US,PNS,Airport,-87.1867,30.4733
1006,PNZ,Petrolina Senador Nilo Coelho,BR,PNZ,Airport,-40.5692,-9.3625
1007,POA,Porto Alegre,BR,POA,Airport,-51.1714,-29.9944
1008,POL,Pemba,MZ,POL,Airport,40.5225,-12.9867
1009,POP,Puerto Plata,DO,POP,Airport,-70.57,19.7578
1010,POS,Port Of Spain Piarco International,TT,POS,Airport,-61.3372,10.5953
1011,POZ,Poznan,PL,POZ,Airport,16.8264,52.4211
1012,PPT,Papeete,PF,PPT,Airport,-149.6072,-17.5539
1013,PRC,Prescott Ernest A. Love Field,US,PRC,Airport,-112.4197,34.6544
1014,PRG,"Prague, Václav Havel Airport",CZ,PRG,Airport,14.26,50.1008
1015,PRN,"Pristina, Kosovo",RS,PRN,Airport,21.03638889,42.57527778
1016,PSA,Pisa,IT,PSA,Airport,10.3956,43.6828
1017,PSC,"Pasco, WA",US,PSC,Airport,-119.1167,46.2667
1018,PSG,Petersburg,US,PSG,Airport,-132.9436,56.8022
1019,PSO,Pasto Antonio Narino,CO,PSO,Airport,-77.2911,1.3961
1020,PSP,"Palm Springs Municipal, CA",US,PSP,Airport,-116.5067,33.8297
1021,PSS,Posadas,AR,PSS,Airport,-55.9706,-27.3858
1022,UTT,Polokwane,ZA,PTG,Airport,29.4586,-23.8453
1023,PTP,Pointe-A-Pitre,GP,PTP,Airport,-61.5319,16.2653
1024,PTY,Panama City - Tocumen International,PA,PTY,Airport,-79.38361111,9.07
1025,PUB,Pueblo,US,PUB,Airport,-104.4967,38.2892
1026,PUJ,Punta Cana,DO,PUJ,Airport,-68.3633,18.5675
1027,PUQ,Punta Arenas,CL,PUQ,Airport,-70.8547,-53.0028
1028,PUS,Busan Gimhae Int' l Airport,KR,PUS,Airport,128.9425,35.1767
1029,PUW,Pullman/Moscow,US,PUW,Airport,-117.1111,46.7436
1030,PUY,Pula,HR,PUY,Airport,13.9222,44.8936
1031,PVD,Providence,US,PVD,Airport,-71.4258,41.725
1032,SHA,Shanghai - Pu Dong,CN,PVG,Airport,121.8053,31.1433
1033,PVH,Porto Velho,BR,PVH,Airport,-63.9022,-8.7092
1034,PVK,Preveza/Lefkada,GR,PVK,Airport,20.7653,38.9256
1035,PVR,Puerto Vallarta,MX,PVR,Airport,-105.2542,20.68
1036,PWM,"Portland Intl, ME",US,PWM,Airport,-70.3092,43.6461
1037,PXO,Porto Santo,PT,PXO,Airport,-16.3497,33.0708
1038,PZB,Pietermaritzburg,ZA,PZB,Airport,30.3986,-29.6489
1039,PZO,Puerto Ordaz,VE,PZO,Airport,-62.7603,8.2886
1040,DUS,Dusseldorf - Train Station,DE,QDU,Airport,6.7931,51.2203
1041,CGN,Cologne - Railway Station,DE,QKL,RailwayStation,6.9583,50.9433
1042,CGN,"Cologne, Messe Deutz Railway Station",DE,QKU,RailwayStation,6.9744,50.9406
1043,QRO,Queretaro,MX,QRO,Airport,-100.1856,20.6172
1044,QUL,Ulm Rail Station,DE,QUL,RailwayStation,9.9833,48.3997
1045,QWU,Wuerzburg Rail Station,DE,QWU,RailwayStation,9.9364,49.7886
1046,RAI,Praia,CV,RAI,Airport,-23.4847,14.9414
1047,RAJ,Rajkot,IN,RAJ,Airport,70.7794,22.3092
1048,RAK,Marrakech,MA,RAK,Airport,-8.0364,31.6069
1049,RAO,Ribeirao Preto,BR,RAO,Airport,-47.7742,-21.1342
1050,RAP,Rapid City Regional,US,RAP,Airport,-103.0569,44.0431
1051,RAR,Rarotonga,CK,RAR,Airport,-159.7983,-21.2028
1052,RCB,Richards Bay,ZA,RCB,Airport,32.0922,-28.7411
1053,RCH,Riohacha Aimirante Padilla,CO,RCH,Airport,-72.9258,11.5261
1054,RDD,Redding,US,RDD,Airport,-122.2933,40.5089
1055,RDM,Redmond,US,RDM,Airport,-121.15,44.2542
1056,RDU,"Raleigh/Durham, NC",US,RDU,Airport,-78.7875,35.8778
1057,REC,Recife - Guararapes International,BR,REC,Airport,-34.92388889,-8.125833333
1058,REG,Reggio Calabria - Tito Menniti,IT,REG,Airport,15.6536,38.0719
1059,REL,Trelew,AR,REL,Airport,-65.2703,-43.2106
1060,REP,Siem Reap,KH,REP,Airport,103.8128,13.4106
1061,RES,Resistencia,AR,RES,Airport,-59.0561,-27.45
1062,RGL,Rio Gallegos International,AR,RGL,Airport,-69.3128,-51.6089
1063,RGN,Yangon,MM,RGN,Airport,96.1333,16.9072
1064,RHO,Rhodes Diagoras Airport,GR,RHO,Airport,28.0861,36.4056
1065,RIC,"Richmond - Byrd Field International, VA",US,RIC,Airport,-77.3197,37.5053
1066,RIS,Rishiri,JP,RIS,Airport,141.1864,45.2419
1067,RIW,Riverton,US,RIW,Airport,-108.46,43.0656
1068,RIX,Riga,LV,RIX,Airport,23.9711,56.9236
1069,RJK,Rijeka,HR,RJK,Airport,14.5703,45.2169
1070,RKS,Rock Springs,US,RKS,Airport,-109.0656,41.5947
1071,RLG,Rostock-Laage,DE,RLG,Airport,12.27833333,53.91805556
1072,RMF,Marsa Alam,EG,RMF,Airport,34.5836,25.5572
1073,RMI,Rimini,IT,RMI,Airport,12.6094,44.0194
1074,RNB,Ronneby,SE,RNB,Airport,15.265,56.2667
1075,RNO,"Reno - Cannon International, NV",US,RNO,Airport,-119.7681,39.4992
1076,ROA,"Roanoke, VA",US,ROA,Airport,-79.9756,37.3256
1077,MLW,Monrovia - Robertsville International,LR,ROB,Airport,-10.3622,6.2339
1078,ROC,"Rochester, NY",US,ROC,Airport,-77.6725,43.1189
1079,ROR,Koror Palau International,PW,ROR,Airport,134.5442,7.3672
1080,ROS,Rosario,AR,ROS,Airport,-60.7844,-32.9036
1081,ROT,Rotorua,NZ,ROT,Airport,176.3164,-38.1069
1082,ROV,Rostov-on-Don,RU,ROV,Airport,39.8181,47.2583
1083,RPR,Raipur,IN,RPR,Airport,81.7389,21.1803
1084,RST,Rochester Municipal,US,RST,Airport,-92.4967,43.9103
1085,RSU,Yeosu,KR,RSU,Airport,127.6169,34.8422
1086,FMY,"Fort Myers - SW Florida Region, FL",US,RSW,Airport,-81.7553,26.5361
1087,RTB,Roatan,HN,RTB,Airport,-86.5231,16.3169
1088,RTM,Rotterdam,NL,RTM,Airport,4.4308,51.9531
1089,RUH,Riyadh - King Khaled International,SA,RUH,Airport,46.6989,24.9578
1090,RZE,Rzeszow,PL,RZE,Airport,22.0189,50.11
1091,SAC,Sacramento Executive,US,SAC,Airport,-121.5,38.5167
1092,SAF,Santa Fe Municipal,US,SAF,Airport,-106.0833,35.6167
1093,SAH,Sana'a International,YE,SAH,Airport,44.2197,15.4764
1094,SAL,San Salvador - El Salvador International,SV,SAL,Airport,-89.0558,13.4408
1095,SAN,"San Diego Lindberg Field, CA",US,SAN,Airport,-117.1866667,32.73361111
1096,SAP,San Pedro Sula,HN,SAP,Airport,-87.9236,15.4528
1097,SAT,"San Antonio International, TX",US,SAT,Airport,-98.4697,29.5336
1098,SAV,"Savannah International, GA",US,SAV,Airport,-81.2022,32.1275
1099,IST,Istanbul Sabiha Gokcen Airport,TR,SAW,Airport,29.3092,40.8986
1100,SBA,"Santa Barbara Municipal, CA",US,SBA,Airport,-119.8403,34.4261
1101,SBN,South Bend,US,SBN,Airport,-86.3131,41.7047
1102,CSL,"San Luis Obispo County, CA",US,SBP,Airport,-120.6419,35.2369
1103,SBW,Sibu,MY,SBW,Airport,111.9825,2.2642
1104,SBY,Salisbury,US,SBY,Airport,-75.5103,38.3406
1105,SBZ,Sibiu International,RO,SBZ,Airport,24.0914,45.7856
1106,SCC,Prudhoe Bay/Deadhorse,US,SCC,Airport,-148.4653,70.1947
1107,SCE,State College,US,SCE,Airport,-77.8472,40.8506
1108,SCL,Santiago - Arturo Merino Benitez,CL,SCL,Airport,-70.7858,-33.3931
1109,SCN,Saarbruecken - Ensheim,DE,SCN,Airport,7.1106,49.2147
1110,AKX,Aktau,KZ,SCO,Airport,51.0919,43.86
1111,SCQ,Santiago de Compostela,ES,SCQ,Airport,-8.415,42.895
1112,SCW,Syktyvkar,RU,SCW,Airport,50.845,61.6469
1113,SCY,San Cristobal Island San Cristobal,EC,SCY,Airport,-89.6175,-0.9103
1114,SCN,Saarbruecken - Dudweiler Bus Station,DE,SDA,BusStation,7.0272,49.2775
1115,SDF,"Louisville International, KY",US,SDF,Airport,-85.7361,38.1744
1116,SDJ,Sendai,JP,SDJ,Airport,140.9169,38.1397
1117,SDK,Sandakan,MY,SDK,Airport,118.0611,5.9014
1118,SDL,Sundsvall,SE,SDL,Airport,17.4439,62.5281
1119,SDQ,Santo Domingo - Las Americas,DO,SDQ,Airport,-69.6689,18.4297
1120,RIO,Rio de Janeiro - Santos Dumont,BR,SDU,Airport,-43.1631,-22.9106
1121,SEA,"Seattle - Seattle/Tacoma International, WA",US,SEA,Airport,-122.3094,47.4489
1122,LON,London Southend Apt,GB,SEN,Airport,0.6956,51.5714
1123,SEZ,Mahe Island - Seychelles International,SC,SEZ,Airport,55.5219,-4.6744
1124,SFN,Santa Fe,AR,SFN,Airport,-60.8114,-31.7108
1125,SFO,"San Francisco International, CA",US,SFO,Airport,-122.3917,37.6189
1126,SFT,Skelleftea,SE,SFT,Airport,21.0769,64.6247
1127,SGF,Springfield Branson,US,SGF,Airport,-93.3886,37.2456
1128,SGN,Ho Chi Minh City,VN,SGN,Airport,106.6519,10.8189
1129,SGU,Saint George,US,SGU,Airport,-113.5931,37.0906
1130,SHA,Shanghai Hongqiao International Apt,CN,SHA,Airport,121.3364,31.1978
1131,SHB,Nakashibetsu,JP,SHB,Airport,144.96,43.5775
1132,SHC,Inda Selassie,ET,SHC,Airport,38.2714,14.0794
1133,SHE,Shenyang Taoxian International Airport,CN,SHE,Airport,123.4833,41.6397
1134,SHJ,Sharjah,AE,SHJ,Airport,55.5172,25.3286
1135,SHL,Shillong,IN,SHL,Airport,91.9775,25.7036
1136,SHR,Sheridan,US,SHR,Airport,-106.9803,44.7692
1137,SHV,Shreveport Regional,US,SHV,Airport,-93.8289,32.4472
1138,SIA,Xi'An - Xiguan,CN,SIA,Airport,109.1239,34.3761
1139,SID,Sal Island Amilcar Cabral International,CV,SID,Airport,-22.9494,16.7414
1140,SIN,Singapore - Changi International,SG,SIN,Airport,103.9894,1.3592
1141,SIR,Sion,CH,SIR,Airport,7.34,46.2225
1142,SIS,Sishen,ZA,SIS,Airport,23.0,-27.65
1143,SIT,Sitka,US,SIT,Airport,-135.3617,57.0472
1144,SJC,"San Jose, California",US,SJC,Airport,-121.9289,37.3625
1145,SJD,San Jose del Cabo - Los Cabos,MX,SJD,Airport,-109.7211,23.1519
1146,SJJ,Sarajevo,BA,SJJ,Airport,18.3314,43.8247
1147,SJO,San Jose - Juan Santamaria International,CR,SJO,Airport,-84.2089,9.9939
1148,SJP,Sao Jose Do Rio Preto,BR,SJP,Airport,-49.4064,-20.8167
1149,SJU,San Juan - Luis Munoz Marin International,PR,SJU,Airport,-66.0019,18.4394
1150,SJW,Shijiazhuang Zhengding International,CN,SJW,Airport,114.6972,38.2806
1151,SKB,St Kitts Robert L Bradshaw Intl,KN,SKB,Airport,-62.7186,17.3111
1152,SKG,Thessaloniki,GR,SKG,Airport,22.97222222,40.52083333
1153,SKP,Skopje,MK,SKP,Airport,21.6214,41.9617
1154,SLA,Salta,AR,SLA,Airport,-65.4869,-24.8597
1155,SLC,"Salt Lake City International, UT",US,SLC,Airport,-111.9778,40.7883
1156,SLP,San Luis Potosi,MX,SLP,Airport,-100.9308,22.2542
1157,SLW,Saltillo,MX,SLW,Airport,-100.9283,25.5439
1158,SLZ,Sao Luiz,BR,SLZ,Airport,-44.2342,-2.5853
1159,SAC,"Sacramento Metropolitan, CA",US,SMF,Airport,-121.5908,38.6956
1160,SMI,Samos,GR,SMI,Airport,26.9117,37.69
1161,SMR,Santa Marta,CO,SMR,Airport,-74.2306,11.1197
1162,SMX,Santa Maria,US,SMX,Airport,-120.4575,34.8989
1163,SNA,"Santa Ana (Orange County) - John Wayne
International, CA",US,SNA,Airport,-117.8683,33.6756
1164,SNN,Shannon,IE,SNN,Airport,-8.9247,52.7019
1165,SNU,Santa Clara,CU,SNU,Airport,-79.9436,22.4922
